account_id,plan,day,tokens
acc_006,enterprise,50,84093
acc_006,enterprise,51,81322
acc_006,enterprise,52,67046
acc_006,enterprise,53,71097
acc_006,enterprise,54,83734
acc_006,enterprise,55,60252
acc_006,enterprise,56,74056
acc_006,enterprise,57,66975
acc_006,enterprise,58,84503
acc_006,enterprise,59,83211
acc_006,enterprise,60,75245
acc_006,enterprise,61,69961
acc_006,enterprise,62,86193
acc_006,enterprise,63,67867
acc_006,enterprise,64,76361
acc_006,enterprise,65,72952
acc_006,enterprise,66,82251
acc_006,enterprise,67,60542
acc_006,enterprise,68,77222
acc_006,enterprise,69,79120
acc_006,enterprise,70,83546
acc_006,enterprise,71,305130
acc_006,enterprise,72,69802
acc_006,enterprise,73,68869
acc_006,enterprise,74,67622
acc_006,enterprise,75,68251
acc_006,enterprise,76,84496
acc_006,enterprise,77,77688
acc_006,enterprise,78,60983
acc_006,enterprise,79,75752
acc_006,enterprise,80,64437
acc_006,enterprise,81,72784
acc_006,enterprise,82,72582
acc_006,enterprise,83,72991
acc_006,enterprise,84,66923
acc_006,enterprise,85,291976
acc_006,enterprise,86,294293
acc_006,enterprise,87,63330
acc_006,enterprise,88,73447
acc_006,enterprise,89,73324
acc_007,free,0,3353
acc_007,free,1,4009
acc_007,free,2,3468
acc_007,free,3,15144
acc_007,free,4,4136
acc_007,free,5,3663
acc_007,free,6,3970
acc_007,free,7,3892
acc_007,free,8,4152
acc_007,free,9,3972
acc_007,free,10,4243
acc_007,free,11,3660
acc_007,free,12,3278
acc_007,free,13,3140
acc_007,free,14,3175
acc_007,free,15,3644
acc_007,free,16,3822
acc_007,free,17,3495
acc_007,free,18,2913
acc_007,free,19,3501
acc_007,free,20,3587
acc_007,free,21,3751
acc_007,free,22,4301
acc_007,free,23,3073
acc_007,free,24,4014
acc_007,free,25,15249
acc_007,free,26,3663
acc_007,free,27,3905
acc_007,free,28,3687
acc_007,free,29,3966
acc_007,free,30,3431
acc_007,free,31,3388
acc_007,free,32,3040
acc_007,free,33,3907
acc_007,free,34,3531
acc_007,free,35,3162
acc_007,free,36,3394
acc_007,free,37,3965
acc_007,free,38,3818
acc_007,free,39,14680
acc_007,free,40,4283
acc_007,free,41,3730
acc_007,free,42,3935
acc_007,free,43,3810
acc_007,free,44,3651
acc_007,free,45,3909
acc_007,free,46,4190
acc_007,free,47,3645
acc_007,free,48,4039
acc_007,free,49,3495
acc_007,free,50,4442
acc_007,free,51,3447
acc_007,free,52,4593
acc_007,free,53,3293
acc_007,free,54,3625
acc_007,free,55,3929
acc_007,free,56,4218
acc_007,free,57,4368
acc_007,free,58,4307
acc_007,free,59,14399
acc_007,free,60,3914
acc_007,free,61,3468
acc_007,free,62,15399
acc_007,free,63,4173
acc_007,free,64,3872
acc_007,free,65,3557
acc_007,free,66,3344
acc_007,free,67,3491
acc_007,free,68,3473
acc_007,free,69,3771
acc_007,free,70,4146
acc_007,free,71,3799
acc_007,free,72,3317
acc_007,free,73,14569
acc_007,free,74,4019
acc_007,free,75,4490
acc_007,free,76,15069
acc_007,free,77,3502
acc_007,free,78,3386
acc_007,free,79,3995
acc_007,free,80,4353
acc_007,free,81,3643
acc_007,free,82,3557
acc_007,free,83,14504
acc_007,free,84,3786
acc_007,free,85,4051
acc_007,free,86,3477
acc_007,free,87,3843
acc_007,free,88,3947
acc_007,free,89,3977
acc_008,free,0,1689
acc_008,free,1,1616
acc_008,free,2,2160
acc_008,free,3,1917
acc_008,free,4,1979
acc_008,free,5,2177
acc_008,free,6,1429
acc_008,free,7,1915
acc_008,free,8,1981
acc_008,free,9,2292
acc_008,free,10,2020
acc_008,free,11,1810
acc_008,free,12,7555
acc_008,free,13,1806
acc_008,free,14,1933
acc_008,free,15,2045
acc_008,free,16,1714
acc_008,free,17,1967
acc_008,free,18,1964
acc_008,free,19,1887
acc_008,free,20,1898
acc_008,free,21,1709
acc_008,free,22,1956
acc_008,free,23,1724
acc_008,free,24,2048
acc_008,free,25,1822
acc_008,free,26,1593
acc_008,free,27,2149
acc_008,free,28,1802
acc_008,free,29,1795
acc_008,free,30,1624
acc_008,free,31,2078
acc_008,free,32,1762
acc_008,free,33,1802
acc_008,free,34,1666
acc_008,free,35,2029
acc_008,free,36,2003
acc_008,free,37,1713
acc_008,free,38,1827
acc_008,free,39,2163
acc_008,free,40,1538
acc_008,free,41,2425
acc_008,free,42,1865
acc_008,free,43,1710
acc_008,free,44,1720
acc_008,free,45,2020
acc_008,free,46,1989
acc_008,free,47,2115
acc_008,free,48,1886
acc_008,free,49,1826
acc_008,free,50,1577
acc_008,free,51,1908
acc_008,free,52,1835
acc_008,free,53,2015
acc_008,free,54,2103
acc_008,free,55,7699
acc_008,free,56,1998
acc_008,free,57,1941
acc_008,free,58,1972
acc_008,free,59,1878
acc_008,free,60,1906
acc_008,free,61,2160
acc_008,free,62,1979
acc_008,free,63,1860
acc_008,free,64,1794
acc_008,free,65,1895
acc_008,free,66,2118
acc_008,free,67,2019
acc_008,free,68,1445
acc_008,free,69,7673
acc_008,free,70,1793
acc_008,free,71,2138
acc_008,free,72,1757
acc_008,free,73,1882
acc_008,free,74,7507
acc_008,free,75,2045
acc_008,free,76,7597
acc_008,free,77,1887
acc_008,free,78,1851
acc_008,free,79,2041
acc_008,free,80,1902
acc_008,free,81,1716
acc_008,free,82,1704
acc_008,free,83,1979
acc_008,free,84,1751
acc_008,free,85,1948
acc_008,free,86,1697
acc_008,free,87,1839
acc_008,free,88,1901
acc_008,free,89,8028
acc_009,pro,0,16951
acc_009,pro,1,17726
acc_009,pro,2,18086
acc_009,pro,3,18506
acc_009,pro,4,69269
acc_009,pro,5,15004
acc_009,pro,6,17928
acc_009,pro,7,16116
acc_009,pro,8,19374
acc_009,pro,9,17276
acc_009,pro,10,17654
acc_009,pro,11,21724
acc_009,pro,12,18538
acc_009,pro,13,17896
acc_009,pro,14,17001
acc_009,pro,15,15129
acc_009,pro,16,16879
acc_009,pro,17,15773
acc_009,pro,18,20118
acc_009,pro,19,17920
acc_009,pro,20,19302
acc_009,pro,21,16188
acc_009,pro,22,67604
acc_009,pro,23,18357
acc_009,pro,24,15709
acc_009,pro,25,16485
acc_009,pro,26,20216
acc_009,pro,27,16550
acc_009,pro,28,14794
acc_009,pro,29,14204
acc_009,pro,30,14609
acc_009,pro,31,19416
acc_009,pro,32,16288
acc_009,pro,33,21649
acc_009,pro,34,19898
acc_009,pro,35,20698
acc_009,pro,36,19005
acc_009,pro,37,18261
acc_009,pro,38,15829
acc_009,pro,39,17233
acc_009,pro,40,18440
acc_009,pro,41,18886
acc_009,pro,42,15271
acc_009,pro,43,16905
acc_009,pro,44,17097
acc_009,pro,45,17029
acc_009,pro,46,15474
acc_009,pro,47,20436
acc_009,pro,48,16849
acc_009,pro,49,15585
acc_009,pro,50,20488
acc_009,pro,51,19900
acc_009,pro,52,17482
acc_009,pro,53,14191
acc_009,pro,54,16436
acc_009,pro,55,14490
acc_009,pro,56,18125
acc_009,pro,57,16321
acc_009,pro,58,17192
acc_009,pro,59,20294
acc_009,pro,60,16201
acc_009,pro,61,18047
acc_009,pro,62,70277
acc_009,pro,63,19354
acc_009,pro,64,17067
acc_009,pro,65,16888
acc_009,pro,66,16849
acc_009,pro,67,17873
acc_009,pro,68,19812
acc_009,pro,69,16772
acc_009,pro,70,13060
acc_009,pro,71,18763
acc_009,pro,72,17355
acc_009,pro,73,18129
acc_009,pro,74,14545
acc_009,pro,75,68045
acc_009,pro,76,18608
acc_009,pro,77,15077
acc_009,pro,78,18043
acc_009,pro,79,17178
acc_009,pro,80,15973
acc_009,pro,81,15842
acc_009,pro,82,15488
acc_009,pro,83,17346
acc_009,pro,84,17543
acc_009,pro,85,16606
acc_009,pro,86,15391
acc_009,pro,87,12203
acc_009,pro,88,17992
acc_009,pro,89,18798
acc_010,free,0,4375
acc_010,free,1,3722
acc_010,free,2,3144
acc_010,free,3,3983
acc_010,free,4,4315
acc_010,free,5,4320
acc_010,free,6,3608
acc_010,free,7,4181
acc_010,free,8,4630
acc_010,free,9,4149
acc_010,free,10,3890
acc_010,free,11,3719
acc_010,free,12,3790
acc_010,free,13,4480
acc_010,free,14,3946
acc_010,free,15,3647
acc_010,free,16,3894
acc_010,free,17,3706
acc_010,free,18,4417
acc_010,free,19,3445
acc_010,free,20,2894
acc_010,free,21,4422
acc_010,free,22,3371
acc_010,free,23,4516
acc_010,free,24,5014
acc_010,free,25,4070
acc_010,free,26,4310
acc_010,free,27,4224
acc_010,free,28,4133
acc_010,free,29,15772
acc_010,free,30,3574
acc_010,free,31,3981
acc_010,free,32,3653
acc_010,free,33,4142
acc_010,free,34,15779
acc_010,free,35,3495
acc_010,free,36,4191
acc_010,free,37,3903
acc_010,free,38,3466
acc_010,free,39,4430
acc_010,free,40,4025
acc_010,free,41,4414
acc_010,free,42,4095
acc_010,free,43,3814
acc_010,free,44,3684
acc_010,free,45,4240
acc_010,free,46,4630
acc_010,free,47,4202
acc_010,free,48,3802
acc_010,free,49,4116
acc_010,free,50,3628
acc_010,free,51,16190
acc_010,free,52,4344
acc_010,free,53,3846
acc_010,free,54,4580
acc_010,free,55,3791
acc_010,free,56,4110
acc_010,free,57,4296
acc_010,free,58,3846
acc_010,free,59,3542
acc_010,free,60,3617
acc_010,free,61,3876
acc_010,free,62,3846
acc_010,free,63,3991
acc_010,free,64,4213
acc_010,free,65,16342
acc_010,free,66,4398
acc_010,free,67,4819
acc_010,free,68,3687
acc_010,free,69,4833
acc_010,free,70,3949
acc_010,free,71,3910
acc_010,free,72,4329
acc_010,free,73,3776
acc_010,free,74,4259
acc_010,free,75,4608
acc_010,free,76,3854
acc_010,free,77,16306
acc_010,free,78,4221
acc_010,free,79,4898
acc_010,free,80,3347
acc_010,free,81,3799
acc_010,free,82,3507
acc_010,free,83,4311
acc_010,free,84,4070
acc_010,free,85,4680
acc_010,free,86,3549
acc_010,free,87,3953
acc_010,free,88,4570
acc_010,free,89,3889
acc_011,pro,0,66856
acc_011,pro,1,13861
acc_011,pro,2,18325
acc_011,pro,3,16439
acc_011,pro,4,18156
acc_011,pro,5,17147
acc_011,pro,6,14424
acc_011,pro,7,12444
acc_011,pro,8,14637
acc_011,pro,9,12380
acc_011,pro,10,17302
acc_011,pro,11,17286
acc_011,pro,12,14364
acc_011,pro,13,16269
acc_011,pro,14,18195
acc_011,pro,15,15824
acc_011,pro,16,18546
acc_011,pro,17,16946
acc_011,pro,18,16308
acc_011,pro,19,16991
acc_011,pro,20,16180
acc_011,pro,21,14914
acc_011,pro,22,14815
acc_011,pro,23,18205
acc_011,pro,24,17957
acc_011,pro,25,17506
acc_011,pro,26,16168
acc_011,pro,27,17769
acc_011,pro,28,15675
acc_011,pro,29,17251
acc_011,pro,30,16456
acc_011,pro,31,18243
acc_011,pro,32,19795
acc_011,pro,33,15012
acc_011,pro,34,16895
acc_011,pro,35,21080
acc_011,pro,36,16295
acc_011,pro,37,16268
acc_011,pro,38,69359
acc_011,pro,39,16998
acc_011,pro,40,17334
acc_011,pro,41,19995
acc_011,pro,42,18142
acc_011,pro,43,16472
acc_011,pro,44,19046
acc_011,pro,45,16565
acc_011,pro,46,16304
acc_011,pro,47,18622
acc_011,pro,48,17242
acc_011,pro,49,18567
acc_011,pro,50,20482
acc_011,pro,51,14485
acc_011,pro,52,16344
acc_011,pro,53,16675
acc_011,pro,54,14673
acc_011,pro,55,16876
acc_011,pro,56,17184
acc_011,pro,57,13246
acc_011,pro,58,18941
acc_011,pro,59,15964
acc_011,pro,60,16981
acc_011,pro,61,18812
acc_011,pro,62,15225
acc_011,pro,63,67443
acc_011,pro,64,14928
acc_011,pro,65,16965
acc_011,pro,66,16552
acc_011,pro,67,18038
acc_011,pro,68,16733
acc_011,pro,69,14821
acc_011,pro,70,14443
acc_011,pro,71,14360
acc_011,pro,72,16825
acc_011,pro,73,17064
acc_011,pro,74,16771
acc_011,pro,75,17469
acc_011,pro,76,17904
acc_011,pro,77,15977
acc_011,pro,78,15356
acc_011,pro,79,17737
acc_011,pro,80,17868
acc_011,pro,81,15947
acc_011,pro,82,17346
acc_011,pro,83,16200
